Crop,QueryType,StateName
Others,Weather,ANDHRA PRADESH
Citrus,Cultural Practices,ANDHRA PRADESH
Maize (Makka),	Plant Protection	,ANDHRA PRADESH
Sesame (Gingelly/Til)/Sesamum,Weed Management,ANDHRA PRADESH
Paddy (Dhan),Weed Management,ANDHRA PRADESH
Chillies,Training and Exposure Visits,ANDHRA PRADESH
Paddy (Dhan),Nutrient Management,ANDHRA PRADESH
Others,Weather,ANDHRA PRADESH
Marigold,	Plant Protection	,ANDHRA PRADESH
Paddy (Dhan),Nutrient Management,ANDHRA PRADESH
Chillies,	Plant Protection	,ANDHRA PRADESH
Black Gram (urd bean),	Plant Protection	,ANDHRA PRADESH
Green Gram (Moong Bean/ Moong),	Plant Protection	,ANDHRA PRADESH
Green Gram (Moong Bean/ Moong),	Plant Protection	,ANDHRA PRADESH
Green Gram (Moong Bean/ Moong),	Plant Protection	,ANDHRA PRADESH
Sugarcane (Noble Cane),Weed Management,ANDHRA PRADESH
Maize (Makka),	Plant Protection	,ANDHRA PRADESH
Paddy (Dhan),	Plant Protection	,ANDHRA PRADESH
Little Millet (Samai/Kutki/kodo-kutki),Market Information,ANDHRA PRADESH
Paddy (Dhan),	Plant Protection	,ANDHRA PRADESH
Bhindi(Okra/Ladysfinger),	Plant Protection	,ANDHRA PRADESH
Sugarcane (Noble Cane),Weed Management,ANDHRA PRADESH
Paddy (Dhan),	Plant Protection	,ANDHRA PRADESH
Groundnut (pea nut/mung phalli),	Plant Protection	,ANDHRA PRADESH
Groundnut (pea nut/mung phalli),Nutrient Management,ANDHRA PRADESH
Chillies,	Plant Protection	,ANDHRA PRADESH
Maize (Makka),	Plant Protection	,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Paddy (Dhan),	Plant Protection	,ANDHRA PRADESH
Paddy (Dhan),Nutrient Management,ANDHRA PRADESH
Paddy (Dhan),Nutrient Management,ANDHRA PRADESH
Paddy (Dhan),Nutrient Management,ANDHRA PRADESH
Paddy (Dhan),Nutrient Management,ANDHRA PRADESH
Paddy (Dhan),Nutrient Management,ANDHRA PRADESH
Paddy (Dhan),Nutrient Management,ANDHRA PRADESH
Paddy (Dhan),Nutrient Management,ANDHRA PRADESH
Paddy (Dhan),Nutrient Management,ANDHRA PRADESH
Paddy (Dhan),Nutrient Management,ANDHRA PRADESH
Paddy (Dhan),Nutrient Management,ANDHRA PRADESH
Paddy (Dhan),Nutrient Management,ANDHRA PRADESH
Paddy (Dhan),Nutrient Management,ANDHRA PRADESH
Paddy (Dhan),Nutrient Management,ANDHRA PRADESH
Paddy (Dhan),Nutrient Management,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Maize (Makka),Fertilizer Use and Availability,ANDHRA PRADESH
Others,Agriculture Mechanization,ANDHRA PRADESH
Others,Weather,ANDHRA PRADESH
Paddy (Dhan),Government Schemes,ANDHRA PRADESH
Paddy (Dhan),Government Schemes,ANDHRA PRADESH
Paddy (Dhan),Government Schemes,ANDHRA PRADESH
Paddy (Dhan),Government Schemes,ANDHRA PRADESH
Paddy (Dhan),Government Schemes,ANDHRA PRADESH
Paddy (Dhan),Government Schemes,ANDHRA PRADESH
Paddy (Dhan),Government Schemes,ANDHRA PRADESH
Paddy (Dhan),Government Schemes,ANDHRA PRADESH
Paddy (Dhan),Government Schemes,ANDHRA PRADESH
Paddy (Dhan),Government Schemes,ANDHRA PRADESH
Paddy (Dhan),Government Schemes,ANDHRA PRADESH
Paddy (Dhan),Government Schemes,ANDHRA PRADESH
Paddy (Dhan),Government Schemes,ANDHRA PRADESH
Paddy (Dhan),Government Schemes,ANDHRA PRADESH
Paddy (Dhan),Government Schemes,ANDHRA PRADESH
Others,Weed Management,ANDHRA PRADESH
Marigold,	Plant Protection	,ANDHRA PRADESH
Others,Crop Insurance,ANDHRA PRADESH
Paddy (Dhan),Crop Insurance,ANDHRA PRADESH
Others,Weather,ANDHRA PRADESH
Others,Weather,ANDHRA PRADESH
Others,Market Information,ANDHRA PRADESH
Maize (Makka),	Plant Protection	,ANDHRA PRADESH
FingerMillet  (Ragi/Mandika),	Plant Protection	,ANDHRA PRADESH
FingerMillet  (Ragi/Mandika),	Plant Protection	,ANDHRA PRADESH
FingerMillet  (Ragi/Mandika),	Plant Protection	,ANDHRA PRADESH
Sorghum (Jowar/Great Millet),	Plant Protection	,ANDHRA PRADESH
Sorghum (Jowar/Great Millet),	Plant Protection	,ANDHRA PRADESH
Paddy (Dhan),	Plant Protection	,ANDHRA PRADESH
Rose,	Plant Protection	,ANDHRA PRADESH
Cashew,Nutrient Management,ANDHRA PRADESH
Others,Seeds,ANDHRA PRADESH
Groundnut (pea nut/mung phalli),Seeds,ANDHRA PRADESH
Chillies,Bio-Pesticides and Bio-Fertilizers,ANDHRA PRADESH
Coconut,	Plant Protection	,ANDHRA PRADESH
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Potato,	Plant Protection	,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Government Schemes,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Paddy (Dhan),Training and Exposure Visits,HARYANA
Others,Weather,HARYANA
Others,Government Schemes,HARYANA
Potato,	Plant Protection	,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Wheat,Weed Management,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Wheat,Bio-Pesticides and Bio-Fertilizers,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Wheat,	Plant Protection	,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Wheat,Nutrient Management,HARYANA
Wheat,Bio-Pesticides and Bio-Fertilizers,HARYANA
Wheat,Nutrient Management,HARYANA
Barseem,Nutrient Management,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Wheat,	Plant Protection	,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Market Information,HARYANA
Others,Weather,HARYANA
Others,Government Schemes,HARYANA
Wheat,Bio-Pesticides and Bio-Fertilizers,HARYANA
Wheat,Bio-Pesticides and Bio-Fertilizers,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Bottle Gourd ,	Plant Protection	,HARYANA
Others,Weather,HARYANA
Potato,	Plant Protection	,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Government Schemes,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Wheat,Nutrient Management,HARYANA
Wheat,Nutrient Management,HARYANA
Wheat,Weed Management,HARYANA
Others,Weather,HARYANA
Others,Government Schemes,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Market Information,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Market Information,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Wheat,Nutrient Management,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Tomato,	Plant Protection	,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Wheat,Fertilizer Use and Availability,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Wheat,Fertilizer Use and Availability,HARYANA
"Bovine(Cow,Buffalo)",Disease Management,HARYANA
Wheat,Weed Management,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Wheat,Nutrient Management,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Wheat,Weed Management,HARYANA
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,HARYANA
POULTRY  FARM ,Disease Management,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Wheat,Cultural Practices,HARYANA
Wheat,Nutrient Management,HARYANA
Wheat,Nutrient Management,HARYANA
Wheat,Weed Management,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Sunflower (suryamukhi),Varieties,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Market Information,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Government Schemes,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Mango,	Plant Protection	,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Wheat,Varieties,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Wheat,	Plant Protection	,HARYANA
Others,Weather,HARYANA
Wheat,Nutrient Management,HARYANA
Wheat,Bio-Pesticides and Bio-Fertilizers,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Wheat,Nutrient Management,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Mustard,Bio-Pesticides and Bio-Fertilizers,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Wheat,Nutrient Management,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Wheat,	Plant Protection	,HARYANA
Wheat,	Plant Protection	,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Coriander,Seeds and Planting Material,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Potato,	Plant Protection	,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Wheat,Weed Management,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Wheat,Nutrient Management,HARYANA
Wheat,Fertilizer Use and Availability,HARYANA
Wheat,Fertilizer Use and Availability,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Barseem,Bio-Pesticides and Bio-Fertilizers,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Wheat,Weed Management,HARYANA
Others,Weather,HARYANA
Lentil (Masur),Weed Management,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Wheat,	Plant Protection	,HARYANA
Others,Weather,HARYANA
Wheat,Bio-Pesticides and Bio-Fertilizers,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Wheat,Bio-Pesticides and Bio-Fertilizers,HARYANA
Wheat,Nutrient Management,HARYANA
Wheat,Nutrient Management,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Bio-Pesticides and Bio-Fertilizers,HARYANA
Wheat,Fertilizer Use and Availability,HARYANA
Wheat,Weed Management,HARYANA
Sunflower (suryamukhi),Sowing Time and Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Maize (Makka),Sowing Time and Weather,HARYANA
Potato,	Plant Protection	,HARYANA
Others,Weather,HARYANA
Pea (Vegetable),Nursery Management,HARYANA
Mustard,Bio-Pesticides and Bio-Fertilizers,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Potato,	Plant Protection	,HARYANA
Wheat,Bio-Pesticides and Bio-Fertilizers,HARYANA
Cinnamon,	Plant Protection	,HARYANA
Cinnamon,	Plant Protection	,HARYANA
Pumpkin,Seeds and Planting Material,HARYANA
Others,Weather,HARYANA
Wheat,Weed Management,HARYANA
Wheat,Weed Management,HARYANA
Others,Market Information,HARYANA
Maize (Makka),Seeds,HARYANA
Wheat,Weed Management,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Wheat,Weed Management,HARYANA
Sunflower (suryamukhi),Sowing Time and Weather,HARYANA
Others,Government Schemes,HARYANA
Others,Weather,HARYANA
Wheat,Weed Management,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Wheat,Weather,HARYANA
Wheat,Nutrient Management,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Wheat,Weed Management,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Wheat,	Plant Protection	,HARYANA
Others,Weather,HARYANA
Wheat,Nutrient Management,HARYANA
Others,Weather,HARYANA
Others,Crop Insurance,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Mustard,Weed Management,HARYANA
Others,Weather,HARYANA
Others,Government Schemes,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Wheat,Nutrient Management,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Sunflower (suryamukhi),Cultural Practices,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Training and Exposure Visits,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
"Bovine(Cow,Buffalo)",Disease Management,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Wheat,Weed Management,HARYANA
Bhindi(Okra/Ladysfinger),	Plant Protection	,HARYANA
Wheat,Bio-Pesticides and Bio-Fertilizers,HARYANA
Others,Weather,HARYANA
Others,Government Schemes,HARYANA
Others,Government Schemes,HARYANA
Onion,"Water Management, Micro Irrigation",HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Wheat,Weed Management,HARYANA
Wheat,Cultural Practices,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Wheat,	Plant Protection	,HARYANA
Others,Weather,HARYANA
Wheat,Nutrient Management,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Black Gram (urd bean),Sowing Time and Weather,HARYANA
Tomato,Cultural Practices,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Wheat,Cultural Practices,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Wheat,Cultural Practices,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Guava,Cultural Practices,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Wheat,	Plant Protection	,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
Wheat,Bio-Pesticides and Bio-Fertilizers,HARYANA
Others,Weather,HARYANA
Others,Training and Exposure Visits,HARYANA
Others,Government Schemes,HARYANA
Wheat,Market Information,HARYANA
Others,Nutrient Management,HARYANA
Others,Weather,HARYANA
Others,Weather,HARYANA
