index,Sector,Category,Crop,QueryType,StateName,DistrictName
5159,AGRICULTURE,Millets,Maize (Makka),	Plant Protection	,ANDHRA PRADESH,NELLORE
5160,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5161,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,ANDHRA PRADESH,NELLORE
5162,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5163,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5164,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,ANDHRA PRADESH,NELLORE
5165,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5166,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5167,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,ANDHRA PRADESH,NELLORE
5168,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,ANDHRA PRADESH,NELLORE
5169,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,ANDHRA PRADESH,NELLORE
5170,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,ANDHRA PRADESH,NELLORE
5171,AGRICULTURE,Millets,Maize (Makka),Sowing Time and Weather,ANDHRA PRADESH,NELLORE
5172,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5173,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)","Animal Production (Piggery, Goatery, Sheep Farming etc.)",ANDHRA PRADESH,NELLORE
5175,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),	Plant Protection	,ANDHRA PRADESH,NELLORE
5176,HORTICULTURE,Fruits,Mango,	Plant Protection	,ANDHRA PRADESH,NELLORE
5177,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,ANDHRA PRADESH,NELLORE
5178,AGRICULTURE,Pulses,Black Gram (urd bean),	Plant Protection	,ANDHRA PRADESH,NELLORE
5179,AGRICULTURE,Millets,Italian Millet (Thenai/Navane/Foxtail Millet/Kang),Sowing Time and Weather,ANDHRA PRADESH,NELLORE
5180,HORTICULTURE,Vegetables,Chillies,	Plant Protection	,ANDHRA PRADESH,NELLORE
5181,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,ANDHRA PRADESH,NELLORE
5182,AGRICULTURE,Millets,Maize (Makka),	Plant Protection	,ANDHRA PRADESH,NELLORE
5183,AGRICULTURE,Millets,Maize (Makka),	Plant Protection	,ANDHRA PRADESH,NELLORE
5184,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5185,ANIMAL HUSBANDRY,Animal,POULTRY  FARM ,Disease Management,ANDHRA PRADESH,NELLORE
5186,HORTICULTURE,Vegetables,Chillies,	Plant Protection	,ANDHRA PRADESH,NELLORE
5188,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,ANDHRA PRADESH,NELLORE
5189,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5190,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5191,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5192,HORTICULTURE,Fruits,Mango,	Plant Protection	,ANDHRA PRADESH,NELLORE
5193,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,ANDHRA PRADESH,NELLORE
5194,AGRICULTURE,Millets,Maize (Makka),	Plant Protection	,ANDHRA PRADESH,NELLORE
5196,AGRICULTURE,Cereals,Paddy (Dhan),Cultural Practices,ANDHRA PRADESH,NELLORE
5197,HORTICULTURE,Vegetables,Chillies,	Plant Protection	,ANDHRA PRADESH,NELLORE
5198,HORTICULTURE,Vegetables,Chillies,	Plant Protection	,ANDHRA PRADESH,NELLORE
5199,HORTICULTURE,Vegetables,Chillies,	Plant Protection	,ANDHRA PRADESH,NELLORE
5200,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5201,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,ANDHRA PRADESH,NELLORE
5202,HORTICULTURE,Vegetables,Chillies,Nutrient Management,ANDHRA PRADESH,NELLORE
5203,HORTICULTURE,Vegetables,Onion,	Plant Protection	,ANDHRA PRADESH,NELLORE
5204,HORTICULTURE,Vegetables,Beans ,Seeds and Planting Material,ANDHRA PRADESH,NELLORE
5205,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5206,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Weed Management,ANDHRA PRADESH,NELLORE
5207,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,ANDHRA PRADESH,NELLORE
5208,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5209,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5210,HORTICULTURE,Vegetables,Chillies,	Plant Protection	,ANDHRA PRADESH,NELLORE
5211,HORTICULTURE,Vegetables,Chillies,	Plant Protection	,ANDHRA PRADESH,NELLORE
5212,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5213,HORTICULTURE,Fruits,Citrus,	Plant Protection	,ANDHRA PRADESH,NELLORE
5214,HORTICULTURE,Fruits,Citrus,	Plant Protection	,ANDHRA PRADESH,NELLORE
5215,HORTICULTURE,Fruits,Citrus,	Plant Protection	,ANDHRA PRADESH,NELLORE
5216,HORTICULTURE,Vegetables,Chillies,	Plant Protection	,ANDHRA PRADESH,NELLORE
5217,HORTICULTURE,Vegetables,Chillies,Nutrient Management,ANDHRA PRADESH,NELLORE
5218,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5219,HORTICULTURE,Fruits,Lemon,	Plant Protection	,ANDHRA PRADESH,NELLORE
5221,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,ANDHRA PRADESH,NELLORE
5222,HORTICULTURE,Vegetables,Cowpea (Vegetable),Seeds and Planting Material,ANDHRA PRADESH,NELLORE
5223,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5224,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5225,HORTICULTURE,Condiments and Spices,Cumin,	Plant Protection	,ANDHRA PRADESH,NELLORE
5226,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5227,HORTICULTURE,Fruits,Citrus,	Plant Protection	,ANDHRA PRADESH,NELLORE
5228,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,ANDHRA PRADESH,NELLORE
5229,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5230,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,ANDHRA PRADESH,NELLORE
5231,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,ANDHRA PRADESH,NELLORE
5232,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,ANDHRA PRADESH,NELLORE
5233,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,ANDHRA PRADESH,NELLORE
5234,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Nutrient Management,ANDHRA PRADESH,NELLORE
5235,HORTICULTURE,Vegetables,Chillies,Nutrient Management,ANDHRA PRADESH,NELLORE
5236,AGRICULTURE,Others,Others,Market Information,ANDHRA PRADESH,NELLORE
5237,AGRICULTURE,Others,Others,Agriculture Mechanization,ANDHRA PRADESH,NELLORE
5238,AGRICULTURE,Millets,FingerMillet  (Ragi/Mandika),Sowing Time and Weather,ANDHRA PRADESH,NELLORE
5239,AGRICULTURE,Millets,FingerMillet  (Ragi/Mandika),Sowing Time and Weather,ANDHRA PRADESH,NELLORE
5240,HORTICULTURE,Fruits,Citrus,Nutrient Management,ANDHRA PRADESH,NELLORE
5241,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5242,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5243,HORTICULTURE,Fruits,Citrus,	Plant Protection	,ANDHRA PRADESH,NELLORE
5244,HORTICULTURE,Fruits,Citrus,	Plant Protection	,ANDHRA PRADESH,NELLORE
5245,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),	Plant Protection	,ANDHRA PRADESH,NELLORE
5246,HORTICULTURE,Vegetables,Ivy Gourd,	Plant Protection	,ANDHRA PRADESH,NELLORE
5247,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5248,HORTICULTURE,Vegetables,Chillies,Cultural Practices,ANDHRA PRADESH,NELLORE
5249,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5250,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5251,HORTICULTURE,Plantation Crops,Coconut,	Plant Protection	,ANDHRA PRADESH,NELLORE
5252,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,ANDHRA PRADESH,NELLORE
5253,HORTICULTURE,Fruits,Mango,	Plant Protection	,ANDHRA PRADESH,NELLORE
5254,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5255,HORTICULTURE,Fruits,Banana,Nutrient Management,ANDHRA PRADESH,NELLORE
5256,HORTICULTURE,Vegetables,Tomato,	Plant Protection	,ANDHRA PRADESH,NELLORE
5257,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5258,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,ANDHRA PRADESH,NELLORE
5259,HORTICULTURE,Fruits,Citrus,"Water Management, Micro Irrigation",ANDHRA PRADESH,NELLORE
5260,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5261,HORTICULTURE,Fruits,Lemon,	Plant Protection	,ANDHRA PRADESH,NELLORE
5262,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5263,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5264,HORTICULTURE,Vegetables,Chillies,	Plant Protection	,ANDHRA PRADESH,NELLORE
5265,HORTICULTURE,Vegetables,Chillies,	Plant Protection	,ANDHRA PRADESH,NELLORE
5266,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,ANDHRA PRADESH,NELLORE
5267,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,ANDHRA PRADESH,NELLORE
5268,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,ANDHRA PRADESH,NELLORE
5269,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,ANDHRA PRADESH,NELLORE
5270,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Fertilizer Use and Availability,ANDHRA PRADESH,NELLORE
5272,HORTICULTURE,Vegetables,Cowpea (Vegetable),	Plant Protection	,ANDHRA PRADESH,NELLORE
5273,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,ANDHRA PRADESH,NELLORE
5274,HORTICULTURE,Vegetables,Chillies,	Plant Protection	,ANDHRA PRADESH,NELLORE
5275,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,ANDHRA PRADESH,NELLORE
5276,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5277,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5278,HORTICULTURE,Fruits,Mango,Nutrient Management,ANDHRA PRADESH,NELLORE
5279,HORTICULTURE,Fruits,Citrus,	Plant Protection	,ANDHRA PRADESH,NELLORE
5280,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,ANDHRA PRADESH,NELLORE
5281,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,ANDHRA PRADESH,NELLORE
5282,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5284,HORTICULTURE,Vegetables,Chillies,	Plant Protection	,ANDHRA PRADESH,NELLORE
5285,HORTICULTURE,Vegetables,Chillies,	Plant Protection	,ANDHRA PRADESH,NELLORE
5286,HORTICULTURE,Vegetables,Chillies,	Plant Protection	,ANDHRA PRADESH,NELLORE
5287,HORTICULTURE,Fruits,Mango,	Plant Protection	,ANDHRA PRADESH,NELLORE
5288,AGRICULTURE,Millets,Maize (Makka),	Plant Protection	,ANDHRA PRADESH,NELLORE
5289,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,ANDHRA PRADESH,NELLORE
5290,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5291,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5292,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5293,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5294,HORTICULTURE,Fruits,Citrus,Cultural Practices,ANDHRA PRADESH,NELLORE
5295,HORTICULTURE,Fruits,Citrus,Cultural Practices,ANDHRA PRADESH,NELLORE
5296,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5297,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5298,AGRICULTURE,Millets,Sorghum (Jowar/Great Millet),	Plant Protection	,ANDHRA PRADESH,NELLORE
5299,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5300,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5301,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5302,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5303,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,ANDHRA PRADESH,NELLORE
5304,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,ANDHRA PRADESH,NELLORE
5305,AGRICULTURE,Millets,Sorghum (Jowar/Great Millet),	Water Management	,ANDHRA PRADESH,NELLORE
5306,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5307,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,ANDHRA PRADESH,NELLORE
5308,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5309,HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,ANDHRA PRADESH,NELLORE
5310,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5311,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,ANDHRA PRADESH,NELLORE
5312,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,ANDHRA PRADESH,NELLORE
5313,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,ANDHRA PRADESH,NELLORE
5314,HORTICULTURE,Vegetables,Chillies,Nutrient Management,ANDHRA PRADESH,NELLORE
5315,AGRICULTURE,Oilseeds,Sunflower (suryamukhi),Seeds,ANDHRA PRADESH,NELLORE
5316,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5317,HORTICULTURE,Drug and Narcotics,Other,Seeds and Planting Material,ANDHRA PRADESH,NELLORE
5318,HORTICULTURE,Vegetables,Cucumber,Nutrient Management,ANDHRA PRADESH,NELLORE
5319,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,ANDHRA PRADESH,NELLORE
5320,AGRICULTURE,Millets,Kodo Millet (Kodara/Varagu),Seeds,ANDHRA PRADESH,NELLORE
5321,HORTICULTURE,Vegetables,Chillies,	Plant Protection	,ANDHRA PRADESH,NELLORE
5322,HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,ANDHRA PRADESH,NELLORE
5323,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,ANDHRA PRADESH,NELLORE
5324,HORTICULTURE,Vegetables,Chillies,	Plant Protection	,ANDHRA PRADESH,NELLORE
5325,HORTICULTURE,Vegetables,Chillies,	Plant Protection	,ANDHRA PRADESH,NELLORE
5326,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,ANDHRA PRADESH,NELLORE
5327,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5328,HORTICULTURE,Fruits,Ber,	Plant Protection	,ANDHRA PRADESH,NELLORE
5329,HORTICULTURE,Fruits,Citrus,	Plant Protection	,ANDHRA PRADESH,NELLORE
5330,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,ANDHRA PRADESH,NELLORE
5331,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5332,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,ANDHRA PRADESH,NELLORE
5333,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,ANDHRA PRADESH,NELLORE
5334,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,ANDHRA PRADESH,NELLORE
5335,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5336,AGRICULTURE,Cereals,Paddy (Dhan),Seeds,ANDHRA PRADESH,NELLORE
5337,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Weed Management,ANDHRA PRADESH,NELLORE
5338,HORTICULTURE,Fruits,Citrus,	Plant Protection	,ANDHRA PRADESH,NELLORE
5339,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Weed Management,ANDHRA PRADESH,NELLORE
5340,AGRICULTURE,Fiber Crops,Cotton (Kapas),Weed Management,ANDHRA PRADESH,NELLORE
5341,AGRICULTURE,Others,Others,	Plant Protection	,ANDHRA PRADESH,NELLORE
5342,AGRICULTURE,Pulses,Green Gram (Moong Bean/ Moong),	Plant Protection	,ANDHRA PRADESH,NELLORE
5343,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5344,AGRICULTURE,Others,Others,Government Schemes,ANDHRA PRADESH,NELLORE
5345,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,ANDHRA PRADESH,NELLORE
5346,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,ANDHRA PRADESH,NELLORE
5347,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,ANDHRA PRADESH,NELLORE
5348,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),	Plant Protection	,ANDHRA PRADESH,NELLORE
5349,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,ANDHRA PRADESH,NELLORE
5350,AGRICULTURE,Others,Others,Agriculture Mechanization,ANDHRA PRADESH,NELLORE
5351,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,ANDHRA PRADESH,NELLORE
5352,AGRICULTURE,Millets,Italian Millet (Thenai/Navane/Foxtail Millet/Kang),Sowing Time and Weather,ANDHRA PRADESH,NELLORE
5353,HORTICULTURE,Fruits,Banana,Nutrient Management,ANDHRA PRADESH,NELLORE
5354,AGRICULTURE,Millets,Italian Millet (Thenai/Navane/Foxtail Millet/Kang),Cultural Practices,ANDHRA PRADESH,NELLORE
5355,AGRICULTURE,Millets,Italian Millet (Thenai/Navane/Foxtail Millet/Kang),Cultural Practices,ANDHRA PRADESH,NELLORE
5356,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,ANDHRA PRADESH,NELLORE
5357,HORTICULTURE,Fruits,Citrus,Cultural Practices,ANDHRA PRADESH,NELLORE
5358,HORTICULTURE,Vegetables,Bitter Gourd,Cultural Practices,ANDHRA PRADESH,NELLORE
5359,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5360,AGRICULTURE,Others,Others,Agriculture Mechanization,ANDHRA PRADESH,NELLORE
5361,HORTICULTURE,Vegetables,Chillies,Nursery Management,ANDHRA PRADESH,NELLORE
5362,AGRICULTURE,Fiber Crops,Cotton (Kapas),Varieties,ANDHRA PRADESH,NELLORE
5363,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,ANDHRA PRADESH,NELLORE
5364,HORTICULTURE,Vegetables,Sweet Potato,Seeds and Planting Material,ANDHRA PRADESH,NELLORE
5365,AGRICULTURE,Millets,Maize (Makka),	Plant Protection	,ANDHRA PRADESH,NELLORE
5366,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,ANDHRA PRADESH,NELLORE
5367,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,ANDHRA PRADESH,NELLORE
5368,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,ANDHRA PRADESH,NELLORE
5369,HORTICULTURE,Fruits,Mango,Nutrient Management,ANDHRA PRADESH,NELLORE
5370,HORTICULTURE,Fruits,Mango,Nutrient Management,ANDHRA PRADESH,NELLORE
5371,HORTICULTURE,Fruits,Mango,Nutrient Management,ANDHRA PRADESH,NELLORE
5372,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,ANDHRA PRADESH,NELLORE
5373,HORTICULTURE,Vegetables,Chillies,	Plant Protection	,ANDHRA PRADESH,NELLORE
5374,HORTICULTURE,Vegetables,Chillies,	Plant Protection	,ANDHRA PRADESH,NELLORE
5375,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5376,HORTICULTURE,Vegetables,Chillies,	Plant Protection	,ANDHRA PRADESH,NELLORE
5377,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,ANDHRA PRADESH,NELLORE
5378,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),Seeds and Planting Material,ANDHRA PRADESH,NELLORE
5379,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,ANDHRA PRADESH,NELLORE
5380,HORTICULTURE,Vegetables,Chillies,Nutrient Management,ANDHRA PRADESH,NELLORE
5381,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,ANDHRA PRADESH,NELLORE
5382,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5383,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5384,HORTICULTURE,Vegetables,Chillies,	Plant Protection	,ANDHRA PRADESH,NELLORE
5385,HORTICULTURE,Vegetables,Watermelon,Cultural Practices,ANDHRA PRADESH,NELLORE
5386,HORTICULTURE,Vegetables,Chillies,	Plant Protection	,ANDHRA PRADESH,NELLORE
5387,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,ANDHRA PRADESH,NELLORE
5388,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5389,HORTICULTURE,Fruits,Citrus,	Plant Protection	,ANDHRA PRADESH,NELLORE
5390,HORTICULTURE,Fruits,Citrus,Nutrient Management,ANDHRA PRADESH,NELLORE
5391,HORTICULTURE,Fruits,Citrus,Nutrient Management,ANDHRA PRADESH,NELLORE
5392,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,ANDHRA PRADESH,NELLORE
5393,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,ANDHRA PRADESH,NELLORE
5394,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5395,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,ANDHRA PRADESH,NELLORE
5396,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,ANDHRA PRADESH,NELLORE
5397,HORTICULTURE,Vegetables,Watermelon,	Plant Protection	,ANDHRA PRADESH,NELLORE
5398,HORTICULTURE,Vegetables,Watermelon,Nutrient Management,ANDHRA PRADESH,NELLORE
5399,HORTICULTURE,Vegetables,Watermelon,	Plant Protection	,ANDHRA PRADESH,NELLORE
5400,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5401,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,ANDHRA PRADESH,NELLORE
5402,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,ANDHRA PRADESH,NELLORE
5403,AGRICULTURE,Others,Others,	Plant Protection	,ANDHRA PRADESH,NELLORE
5404,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,ANDHRA PRADESH,NELLORE
5405,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Nutrient Management,ANDHRA PRADESH,NELLORE
5406,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,ANDHRA PRADESH,NELLORE
5407,HORTICULTURE,Vegetables,Tomato,Seeds and Planting Material,ANDHRA PRADESH,NELLORE
5408,HORTICULTURE,Vegetables,Chillies,	Plant Protection	,ANDHRA PRADESH,NELLORE
5409,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5410,HORTICULTURE,Fruits,Citrus,Nutrient Management,ANDHRA PRADESH,NELLORE
5411,HORTICULTURE,Fruits,Citrus,Nutrient Management,ANDHRA PRADESH,NELLORE
5412,AGRICULTURE,Fodder Crops,fodder sorghum,	Water Management	,ANDHRA PRADESH,NELLORE
5413,HORTICULTURE,Fruits,Banana,	Plant Protection	,ANDHRA PRADESH,NELLORE
5414,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),	Plant Protection	,ANDHRA PRADESH,NELLORE
5415,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5416,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5417,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5418,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5419,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,ANDHRA PRADESH,NELLORE
5420,HORTICULTURE,Vegetables,Chillies,	Plant Protection	,ANDHRA PRADESH,NELLORE
5421,HORTICULTURE,Vegetables,Chillies,	Plant Protection	,ANDHRA PRADESH,NELLORE
5422,AGRICULTURE,Millets,Italian Millet (Thenai/Navane/Foxtail Millet/Kang),Seeds,ANDHRA PRADESH,NELLORE
5423,AGRICULTURE,Millets,Little Millet (Samai/Kutki/kodo-kutki),Sowing Time and Weather,ANDHRA PRADESH,NELLORE
5424,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,ANDHRA PRADESH,NELLORE
5425,AGRICULTURE,Millets,Italian Millet (Thenai/Navane/Foxtail Millet/Kang),Cultural Practices,ANDHRA PRADESH,NELLORE
5426,AGRICULTURE,Cereals,Paddy (Dhan),Seeds,ANDHRA PRADESH,NELLORE
5427,HORTICULTURE,Fruits,Lemon,	Plant Protection	,ANDHRA PRADESH,NELLORE
5428,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,ANDHRA PRADESH,NELLORE
5429,HORTICULTURE,Vegetables,Chillies,	Plant Protection	,ANDHRA PRADESH,NELLORE
5430,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,ANDHRA PRADESH,NELLORE
5431,AGRICULTURE,Fiber Crops,Cotton (Kapas),Weed Management,ANDHRA PRADESH,NELLORE
5432,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,ANDHRA PRADESH,NELLORE
5433,HORTICULTURE,Vegetables,Chillies,	Plant Protection	,ANDHRA PRADESH,NELLORE
5434,HORTICULTURE,Fruits,Citrus,	Plant Protection	,ANDHRA PRADESH,NELLORE
5435,HORTICULTURE,Fruits,Citrus,	Plant Protection	,ANDHRA PRADESH,NELLORE
5436,HORTICULTURE,Vegetables,"Colocasia (Arvi, Arbi)",	Plant Protection	,ANDHRA PRADESH,NELLORE
5437,HORTICULTURE,Vegetables,Chillies,	Plant Protection	,ANDHRA PRADESH,NELLORE
5438,HORTICULTURE,Fruits,Banana,Nutrient Management,ANDHRA PRADESH,NELLORE
5439,HORTICULTURE,Fruits,Banana,	Plant Protection	,ANDHRA PRADESH,NELLORE
5440,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5441,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
5442,AGRICULTURE,Others,Others,Weather,ANDHRA PRADESH,NELLORE
